"","HS.Code_6","BEC4","BEC.Descriptions","Retained.Goods"
"19125","480256","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"19154","480257","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"19183","480258","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"19252","480261","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"19332","480262","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"19372","480269","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"20102","480240","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24202","480300","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24209","480411","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24210","480419","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24211","480421","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24212","480429","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24213","480431","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24214","480439","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24215","480441","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24216","480442","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24217","480449","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24218","480451","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24219","480452","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24220","480459","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24221","480511","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24231","480512","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24271","480519","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24311","480524","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24341","480525","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24377","480530","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24383","480540","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24389","480550","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24395","480591","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24425","480592","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24455","480593","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24485","480610","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24487","480620","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24489","480630","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24491","480640","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24493","480700","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24499","480810","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24500","480840","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24502","480890","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24504","480990","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24505","480920","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24507","481013","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24672","481014","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"24837","481019","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25002","481022","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25066","481029","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25178","481031","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25186","481032","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25194","481039","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25202","481092","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25210","481099","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25218","481110","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25220","481110","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"25230","481141","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25238","481149","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25246","481151","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25249","481151","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"25264","481159","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25267","481159","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"25282","481160","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25284","481160","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"25294","481190","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25296","481190","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"25306","481200","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25307","481310","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25308","481320","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25309","481390","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25314","481490","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25346","481420","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25466","482390","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25522","482390","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"25578","481690","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25581","481620","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25590","481710","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25591","481720","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25592","481730","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25593","481810","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25601","481820","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25607","481830","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25615","481850","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25621","481890","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25627","481910","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25629","481920","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25631","481930","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25634","481940","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25637","481950","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25640","481960","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25643","482010","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25645","482020","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25646","482030","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25647","482040","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25648","482050","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25649","482090","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25650","482110","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25651","482190","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25652","482210","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25653","482290","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25886","482320","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25892","482340","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"25948","482361","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25949","482369","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"25950","482370","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30150","490110","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30152","490191","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30153","490199","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30156","490210","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30158","490290","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30160","490300","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30161","490400","62","Consumer Goods Not Elsewhere Specified: Semi-Durable","Consumption Goods"
"30162","490510","62","Consumer Goods Not Elsewhere Specified: Semi-Durable","Consumption Goods"
"30163","490591","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30164","490599","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30165","490600","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30166","490700","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30167","490810","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30168","490890","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30169","490900","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30171","491000","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30192","491110","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30194","491191","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30195","491199","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30197","500100","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30198","500200","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30199","500300","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30203","500400","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30204","500500","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30205","500600","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30206","500710","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30209","500720","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30212","500790","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30215","510111","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30216","510119","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30217","510121","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30218","510129","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30219","510130","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30220","510211","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30221","510219","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30222","510220","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30223","510310","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30224","510320","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30225","510330","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30226","510400","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30227","510510","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30228","510521","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30229","510529","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30231","510531","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30232","510539","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30233","510540","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30234","510610","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30235","510620","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30236","510710","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30237","510720","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30238","510810","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30239","510820","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30240","510910","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30244","510990","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30248","511000","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30250","511111","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30252","511119","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30254","511120","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30257","511130","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30260","511190","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30262","511211","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30264","511219","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30266","511220","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30269","511230","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30272","511290","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30274","511300","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30277","520100","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30278","520210","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30279","520291","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30280","520299","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30281","520300","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30282","520411","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30287","520419","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30292","520420","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30293","520511","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30297","520512","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30301","520513","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30305","520514","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30309","520515","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30313","520521","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30317","520522","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30321","520523","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30325","520524","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30329","520526","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30333","520527","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30337","520528","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30341","520531","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30345","520532","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30349","520533","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30353","520534","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30357","520535","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30361","520541","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30365","520542","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30369","520543","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30373","520544","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30377","520546","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30381","520547","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30385","520548","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30389","520611","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30393","520612","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30397","520613","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30401","520614","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30405","520615","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30409","520621","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30413","520622","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30417","520623","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30421","520624","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30425","520625","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30429","520631","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30433","520632","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30437","520633","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30441","520634","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30445","520635","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30449","520641","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30453","520642","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30457","520643","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30461","520644","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30465","520645","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30469","520710","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30474","520790","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30479","520811","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30481","520812","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30483","520813","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30485","520819","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30487","520821","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30489","520822","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30491","520823","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30493","520829","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30495","520831","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30497","520832","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30499","520833","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30501","520839","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30503","520841","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30505","520842","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30507","520843","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30509","520849","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30511","520851","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30513","520852","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30515","520859","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30519","520911","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30521","520912","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30523","520919","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30525","520921","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30527","520922","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30529","520929","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30531","520931","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30533","520932","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30535","520939","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30537","520941","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30539","520942","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30543","520943","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30545","520949","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30547","520951","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30549","520952","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30551","520959","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30553","521011","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30555","521019","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30559","521021","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30561","521029","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30565","521031","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30567","521032","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30569","521039","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30571","521041","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30573","521049","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30577","521051","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30579","521059","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30583","521111","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30585","521112","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30587","521119","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30589","521120","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30595","521131","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30597","521132","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30599","521139","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30601","521141","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30603","521142","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30607","521143","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30609","521149","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30611","521151","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30613","521152","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30615","521159","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30617","521211","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30619","521212","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30621","521213","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30623","521214","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30625","521215","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30627","521221","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30629","521222","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30631","521223","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30633","521224","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30635","521225","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30637","530110","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30638","530121","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30639","530129","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30640","530130","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30641","530210","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30642","530290","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30643","530310","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30645","530390","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30647","530500","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"30727","530610","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30729","530620","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30731","530710","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30733","530720","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30735","530810","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30740","530820","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30745","530890","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30755","530911","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30757","530919","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30759","530921","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30761","530929","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30763","531010","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30766","531090","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30769","531100","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30774","540110","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30780","540120","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30784","540211","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30788","540219","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30792","540220","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30796","540231","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30797","540232","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30798","540233","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30799","540234","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
