HS.Code_4,Description
7109,"Base Metals or Silver, Clad with Gold, not Further Worked than Semi-manfactured"
0711,"Vegetables Provisionally preserved; (e.g. by Sulphur Dioxide Gas, in Brine, in Sulphur Water or in other Preservative Solutions), but Unsuitable in that State for Immediate Consumption"
7110,"Platinum; Unwrought or in Semi-manufactured forms, or in powder form"
7111,"Base Metals, Silver or Gold, Clad with Platinum; not Further Worked than Semi- Manufactured"
7112,Waste and Scrap of Precious Metal or of Metal Clad with Precious Metal
7113,"Jewellery articles and Parts thereof, of Precious Metal or of Metal Clad with Precious Metal"
7114,"Articles of Goldsmiths' or Silversmiths' Wares and Parts thereof, of Precious Metal or of Metal Clad with Precious Metal"
7115,Articles of Precious Metal or of Metal Clad with Precious Metal
7116,"Articles of Natural or Cultured Pearls, Precious or Semi-precious Stones (natural, Synthetic or Reconstructed)"
7117,Imitation Jewellery
7118,Coin
7149,Unknown
7201,"Pig Iron and Spiegeleisen in Pigs, Blocks or other primary forms"
7202,Ferro-alloys
7203,"Ferrous Products Obtained by Direct Reduction of Iron Ore and other Spongy Ferrous Products, in Lumps, Pellets or the like; Iron having a Minimum Purity of 99.94%, in Lumps, Pellets or similar forms"
7204,Ferrous waste and Scrap; Remelting Scrap Ingots of Iron or Steel
7205,"Granules and Powders, of Pig Iron, Spiegeleisen, Iron or Steel"
7206,Iron and Non-alloy Steel in Ingots or other primary forms (excluding Iron of Heading No. 7203)
7207,Iron or Non-alloy Steel; Semi-finished Products thereof
7208,"Iron or Non-alloy Steel; Flat-rolled Products of a Width of 600mm or more, Hot-rolled, not Clad, Plated or Coated"
7209,"Iron or Non-alloy Steel; Flat-rolled Products, Width of 600mm or more, Cold- Rolled (cold-reduced), not Clad, Plated or Coated"
7210,"Iron or Non-alloy Steel; Flat-rolled Products, Width of 600mm or more, Clad, Plated or Coated"
7211,"Iron or Non-alloy Steel; Flat-rolled Products, a Width of Less than 600mm, not Clad, Plated or Coated"
7212,"Iron or Non-alloy Steel; Flat-rolled Products, a Width of Less than 600mm, Clad, Plated or Coated"
7213,"Iron or Non-alloy Steel; Bars and Rods, Hot-rolled, in Irregularly Wound Coils"
7214,"Iron or Non-alloy Steel; Bars and Rods, not Further Worked than Forged, Hot-rolled, Hot Drawn or Hot-extruded, including those Twisted After Rolling"
7215,Iron or Non-alloy Steel; other Bars and Rods
7216,"Iron or Non-alloy Steel, Angles, shapes and Sections"
7217,Wire of Iron or Non-alloy Steel
7218,Stainless Steel in Ingots or other primary forms; Semi-finished Products of Stainless Steel
7219,Steel Stainless; Flat-rolled Products of Width of 600mm or more
7220,Stainless Steel; Flat-rolled Products of Width Less than 600mm
7221,"Stainless Steel Bars and Rods, Hot-rolled, in Irregularly Wound Coils"
7222,"Stainless Steel Bars and Rods, Angles, shapes and Sections"
7223,Stainless Steel Wire
7224,"Alloy Steel in Ingots or other primary forms, Semi-finished Products of other Alloy Steel"
7225,Alloy Steel Flat-rolled Products of a Width of 600mm or more
7226,"Alloy Steel Flat-rolled Products, of a Width of Less than 600mm"
7227,"Steel, Alloy; Bars and Rods, Hot-rolled, in Irregularly Wound Coils"
7228,"Alloy Steel Bars, Rods, shapes and Sections; Hollow Drill Bars and Rods, of Alloy or Non-alloy Steel"
7229,Wire of other Alloy Steel
7301,"Iron or Steel Sheet Piling, whether or not Drilled, Punched or made from Assembled Elements; Welded Angles, shapes and Sections, of Iron or Steel"
7302,"Railway or Tramway Track Constructions of Iron or Steel; Rails, Check and Track Rails, Switch Blades, Crossing Frogs, Point Rods, Sleepers, Fish-plates, Chair Wedges, Sole Plates, Bedplates, Ties and the like"
7303,"Tubes, Pipes and Hollow Profiles, of Cast Iron"
7304,"Tubes, Pipes and Hollow Profiles, Seamless, of Iron (other than Cast Iron) or Steel"
7305,"Tubes and Pipes (e.g. Welded, Riveted or similarly Closed), Internal and External Circular Cross-sections, External Diameter of which exceeds 406.4mm, of Iron or Steel"
7306,"Tubes, Pipes and Hollow Profiles (e.g. Open Seam or Welded, Riveted or similarly Closed), of Iron or Steel"
7307,"Tube or Pipe Fittings (e.g. Couplings, Elbows, Sleeves), of Iron or Steel"
7308,"Structures of Iron or Steel and Parts thereof; Plates, Rods, Angles, shapes, Sections, Tubes and the like, prepared for use in Structures"
7309,"Reservoirs, Tanks, Vats and similar Containers; for any Material (excluding Compressed or Liquefied Gas), of Iron or Steel, Capacity exceeding 300l, whether or not Lined or Heat Insulated"
7310,"Tanks, Casks, Drums, Cans, Boxes and similar Containers, for any Material (excluding Compressed or Liquefied Gas), of Iron or Steel, Capacity not exceeding 300l, whether or not Lined or Heat-insulated"
7311,"Containers for Compressed or Liquefied Gas, of Iron or Steel"
7312,"Stranded Wire, Ropes, Cables, Plaited Bands, Slings and the like, of Iron or Steel, not Electrically Insulated"
7313,"Barbed Wire of Iron or Steel; Twisted Hoop or Single Flat Wire, Barbed or not and Loosely Twisted Double Wire, of a kind used for Fencing, of Iron or Steel"
7314,"Cloth (including Endless Bands), Grill, Netting and Fencing, of Iron or Steel Wire; Expanded Metal of Iron or Steel"
7315,"Articulated Link Chains and Parts thereof, of Iron or Steel"
7316,"Anchors, Grapnels and Parts thereof, of Iron or Steel"
7317,"Nails, Tacks, Drawing Pins, Corrugated Nails, Staples (not those of Heading No. 8305) and the like, of Iron or Steel, with Heads of other Material or not, but excluding articles with Heads of Copper"
7318,"Screws, Bolts, Nuts, Coach Screws, Screw Hooks, Rivets, Cotters, Cotter-pins, Washers (including Spring Washers) and similar articles, of Iron or Steel"
7319,"Sewing and Knitting Needles, Bodkins, Crochet Hooks, Embroidery Stilettos and similar articles, for use in the Hand, of Iron or Steel; Safety Pins and other Pins of Iron or Steel n.e.s. or included"
7320,"Springs and Leaves for Springs, of Iron or Steel"
7321,"Stoves, Ranges, Grates, Cookers (those with Subsidiary Boilers for Central Heating), Barbecues, Braziers, Gas-rings, Plate Warmers and similar Non-electric Domestic Appliances and Parts, of Iron or Steel"
7322,"Radiators for Central Heating, not Electrically Heated and Parts thereof, of Iron or Steel; Air Heaters, Hot Air Distributors not Electrically Heated, with Motor Fan or Blower"
7323,"Table, Kitchen, other Household articles and Parts, of Iron or Steel; Iron or Steel Wool; Pot Scourer and Scouring or Polishing Pads, Gloves and the like, of Iron or Steel"
7324,"Sanitary Ware and Parts thereof, of Iron or Steel"
7325,Iron or Steel; Cast articles
7326,"Iron or Steel; articles, n.e.s. in Chapter 73"
7401,Copper Mattes; Cement Copper (precipitated Copper)
7402,"Copper; Unrefined, Copper Anodes for Electrolytic Refining"
7403,"Copper; Refined and Copper Alloys, Unwrought"
7404,Copper; waste and Scrap
7405,Copper; Master Alloys
7406,Copper; Powders and Flakes
7407,"Copper; Bars, Rods and Profiles"
7408,Copper Wire
7409,"Copper Plates, Sheets and Strip; of a Thickness exceeding 0.15mm"
7410,"Copper Foil (whether or not Printed or Backed with Paper, Paperboard, Plastics or similar Backing Materials) of a Thickness (excluding any Backing) not exceeding 0.15mm"
7411,Copper Tubes and Pipes
7412,"Copper; Tube or Pipe Fittings (e.g. Couplings, Elbows, Sleeves)"
7413,"Copper; Stranded Wire, Cables, Plaited Bands and the like, not Electrically Insulated"
7414,"Copper; Cloth (including Endless Bands) of Copper Wire, Grill and Netting, Expanded Metal of Copper"
7415,"Nails, Tacks, Drawing Pins, Staples (not those of Heading No. 8305) and the like, of Copper or Iron or Steel with Heads of Copper; Screws, Bolts, Nuts, Screw Hooks, Rivets, Cotters, Washers of Copper"
7416,Copper Springs
7417,"Cooking or Heating Apparatus of a kind used for Domestic purposes, Non-electric and Parts thereof, of Copper"
7418,"Table, Kitchen or other Household articles and Parts thereof, of Copper; Pot Scourers, Scouring, Polishing Pads, Gloves and the like"
7419,Copper; articles thereof n.e.s.
7501,Nickel Mattes; Nickel Oxide Sinters and other Intermediate Products of Nickel Mettalurgy
7502,Nickel; Unwrought
7503,Nickel; waste and Scrap
7504,Nickel; Powders and Flakes
7505,"Nickel; Bars, Rods, Profiles and Wire"
7506,"Nickel; Plates, Sheets, Strip and Foil"
7507,"Nickel; Tubes, Pipes and Tube or Pipe Fittings (e.g. Couplings, Elbows, Sleeves)"
7508,Nickel; other articles thereof n.e.s.
7601,"Aluminium, Unwrought"
7602,Aluminium; waste and Scrap
7603,Aluminium; Powders and Flakes
7604,"Aluminium; Bars, Rods and Profiles"
7605,Aluminium Wire
7606,"Aluminium; Plates, Sheets and Strip, Thickness exceeding 0.2mm"
7607,"Aluminium Foil (whether or not Printed or Backed with Paper, Paperboard, Plastics or similar Backing Materials) of a Thickness excluding any Backing not exceeding 0.2mm"
7608,Aluminium; Tubes and Pipes
7609,"Aluminium; Tube or Pipe Fittings (e.g. Couplings, Elbows, Sleeves)"
7610,"Aluminium; Structures (excluding Prefabricated Buildings of Heading No. 9406) and Parts (e.g. Bridges and Sections, Towers, Lattice Masts, Etc.) Plates, Rods, Profiles and Tubes for Structures"
7611,"Aluminium; Reservoirs, Tanks, Vats and the like for Material (not Compressed or Liquefied Gas) of Capacity over 300l, whether or not Lined, Heat-insulated, not Fitted with Mechanical, Thermal Equipment"
7612,"Aluminium Casks, Drums, Cans, Boxes etc (including Rigid, Collapsible Tubular Containers), for Materials other than Compressed, Liquefied Gas, 300l Capacity or Less, Lined, Heat-insulated or not"
7613,Aluminium; Containers for Compressed or Liquefied Gas
7614,"Aluminium; Stranded Wire, Cables, Plaited Bands and the like, not Electrically Insulated"
7615,"Aluminium; Table, Kitchen or other Household articles and Parts thereof, Pot Scourers and Scouring or Polishing Pads, Gloves and the like, Sanitary Ware and Parts thereof"
7616,Aluminium; articles n.e.s. in Chapter 76
7801,Lead; Unwrought
7802,Lead; waste and Scrap
7803,"Lead; Bars, Rods, Profiles and Wire"
7804,"Lead; Plates, Sheets, Strip and Foil, Lead Powders and Flakes"
7805,"Lead; Tubes, Pipes and Tube or Pipe Fittings (e.g. Couplings, Elbows, and Sleeves)"
7806,Lead; articles n.e.s. in Chapter 78
7901,Zinc; Unwrought
7902,Zinc; waste and Scrap
7903,"Zinc; Dust, Powders and Flakes"
7904,"Zinc; Bars, Rods, Profiles and Wire"
7905,"Zinc; Plates, Sheets, Strip and Foil"
7906,"Zinc; Tubes, Pipes and Tube or Pipe Fittings (e.g. Couplings, Elbows, Sleeves)"
7907,Zinc; articles n.e.s. in Chapter 79
8001,Tin; Unwrought
8002,Tin; waste and Scrap
8003,"Tin; Bars, Rods, Profiles and Wire"
8004,"Tin; Plates, Sheets and Strip, of a Thickness exceeding 0.2mm"
8005,"Tin Foil; (whether or not Printed or Backed with Paper, Paperboard, Plastics or similar Backing Materials), of a Thickness (excluding any Backing) not exceeding 0.2mm, Tin Powders and Flakes"
8006,"Tin; Tubes, Pipes and Tube or Pipe Fittings (e.g. Couplings, Elbows, Sleeves)"
8007,Tin; articles n.e.s. in Chapter 80
8101,"Tungsten (wolfram); articles thereof, including waste and Scrap"
8102,"Molybdenum; articles thereof, including waste and Scrap"
8103,"Tantalum; articles thereof, including waste and Scrap"
8104,"Magnesium; articles thereof, including waste and Scrap"
8105,"Cobalt; Mattes and other Intermediate Products of Cobalt Metallurgy, Cobalt and articles thereof, including waste and Scrap"
8106,"Bismuth; articles thereof, including waste and Scrap"
8107,"Cadmium; articles thereof, including waste and Scrap"
8108,"Titanium; articles thereof, including waste and Scrap"
8109,"Zirconium; articles thereof, including waste and Scrap"
8110,"Antimony; articles thereof, including waste and Scrap"
8111,"Manganese; articles thereof, including waste and Scrap"
8112,"Beryllium, Chromium, Germanium, Vanadium, Gallium, Hafnium, Indium, Niobium (columbium), Rhenium and Thallium; and articles of these Metals, including waste and Scrap"
8113,"Cermets; articles thereof, including waste and Scrap"
8149,Unknown
8201,"Tools, Hand; Spades, Shovels, Mattocks, Picks, Hoes, Forks, Rakes, Axes, Bill Hooks Etc., Secateurs, Scythes, Sickles, Hay Knives, Hedge Shears and other Tools used in Agriculture, Horticulture, Forestry"
8202,"Tools, Hand; Blades for Saws of All kinds (including Slitting, Slotting or Toothless Saw Blades)"
8203,"Tools, Hand; Files, Rasps, Pliers (including Cutting Pliers), Pincers, Tweezers, Metal Cutting Shears, Pipe Cutters, Bolt Croppers, Perforating Punches and similar"
8204,"Tools, Hand; Hand-operated Spanners and Wrenches (including Torque Meter Wrenches but not including Tap Wrenches), Interchangeable Spanner Sockets, with or without Handles"
8205,"Tools, Hand; (incl. Glaziers' Diamonds) n.e.s., Blow Lamps, Vices, Clamps Etc., not Accessories for or Parts of Machine Tools; Anvils, Portable Forges, Hand, Pedal Operated Grinding Wheels with Frameworks"
8206,"Tools, Hand; two or more of Heading No. 8202 to 8205, put up in Sets for Retail Sale"
8207,"Tools, Interchangeable; for Hand Tools, Power-operated or not, for Machine Tools (pressing, Stamping, Punching, Drilling Etc.), Dies for Drawing or Extruding Metal and Rock Drilling or Earth Boring Tools"
8208,"Knives and Cutting Blades, for Machines or for Mechanical Appliances"
8209,"Tools; Plates, Sticks, Tips and the like for Tools, Unmounted, of Sintered Metal Carbides or Cermets"
8210,"Tools; Hand-operated Mechanical Appliances, weighing 10kg or Less, used in Preparation, Conditioning or Serving of Food or Drink"
8211,"Knives; with Cutting Blades, Serrated or not (including Pruning Knives), other than Knives of Heading No. 8208, and Blades Therefor"
8212,Razors and Razor Blades; (including Razor Blade Blanks in Strips)
8213,"Scissors; Tailors' Shears and similar Shears, and Blades Therefor"
8214,"Cutlery; other articles, (e.g. Hair Clippers, Butchers' or Kitchen Cleavers, Choppers and Mincing Knives, Paper Knives), Manicure or Pedicure Sets and Instruments (including Nail Files)"
8215,"Cutlery; Spoons, Forks, Ladles, Skimmers, Cake-servers, Fish-knives, Butter Knives, Sugar Tongs and similar Kitchen or Tableware"
8301,"Padlocks and Locks (key, Combination, Electrically Operated) of Base Metal; Clasps and Frames with Clasps incorporating Locks, of Base Metal, Keys for any or the Foregoing articles, of Base Metal"
8302,"Base Metal Mountings, Fittings and similar articles for Furniture, Doors, Staircases, Windows, Trunks, Chests etc, Castors with Mountings of Base Metal, Automatic Door Closers of Base Metal"
8303,"Safes; Armoured or Reinforced, Strong- Boxes, Doors and Safe Deposit Lockers for Strong-rooms, Cash or Deed Boxes and the like, of Base Metal"
8304,"Office Equipment; Filing Cabinets, Card- Index Cabinets, Paper Trays and Rests, Pen Trays, Office-stamp Stands and the like, of Base Metal, other than Office Furniture of Heading No. 9403"
8305,"Stationery; Fittings for Loose-leaf Binders or Files, Letter Clips, Letter Corners, Paper Clips, Indexing Tags and the like, Staples in Strips (for Offices, Upholstery, Packaging), of Base Metal"
8306,"Bells, Gongs and the like; Non-electric, Statuettes, other Ornaments, Photograph, Picture, similar Frames, Mirrors, of Base Metal"
8307,"Tubing; Flexible, with or without Fittings, of Base Metal"
8308,"Clasps; Frames with Clasps, Buckles, Hooks, Eyes, Eyelets Etc. used for Clothing, Footwear, Awnings, Handbags, Travel Goods or other articles, Tubular, Bifurcated Rivets, Beads, Spangles, of Base Metal"
8309,"Stoppers, Caps, Lids (including Crown Corks, Screw Caps, Pouring Stoppers); Capsules for Bottles, Threaded Bungs, Bung Covers, Seals and other Packing Accessories, of Base Metal"
8310,"Sign Plates, Name Plates, Address Plates and similar Plates, Numbers, Letters and other Symbols, of Base Metal, excluding those of Heading No. 9405"
8311,"Wires, Rods, Tubes, Plates, Electrodes of Base Metal or Metal Carbides; of a kind used for Soldering, Brazing, Welding; Wires and Rods for Metal Spraying"
8401,"Nuclear Reactors; Fuel Elements (cartridges), Non-irradiated, for Nuclear Reactors, Machinery and Apparatus for Isotopic Separation"
8402,"Boilers; Steam or other Vapour Generating (other than Central Heating Hot Water Boilers, Capable Also of Producing Low Pressure Steam), Super Heated Water Boilers"
8403,Central Heating Boilers; other than those of Heading No. 8402
8404,"Auxiliary Plant for use with Boilers of Heading No. 8402 or 8403; e.g. Economisers, Super-heaters, Soot Removers, Gas Recoverers), Condensers for Steam or other Vapour Power Units"
8405,"Generators for Producer or Water Gas with or without their Purifiers; Acetylene Gas Generators and similar Water Process Gas Generators, with or without their Purifiers"
8406,Turbines; Steam and other Vapour Turbines
8407,Reciprocating or Rotary Internal Combustion Piston Engines; Spark-ignition
8408,Compression-ignition Internal Combustion Piston Engines (diesel or Semi-diesel Engines)
8409,Parts Suitable for use solely or Principally with the Engines of Heading No. 8407 or 8408
8410,Turbines; Hydraulic Water Wheels and Regulators Therefor
8411,"Turbo-jets, Turbo-propellers and other Gas Turbines"
8412,"Engines and Motors; n.e.s. (e.g. Reaction Engines, Hydraulic Power Engines, Pneumatic Power Engines)"
8413,"Pumps; for Liquids, whether or not Fitted with Measuring Device, Liquid Elevators"
8414,"Air or Vacuum Pumps, Air or other Gas Compressors and Fans; Ventilating or Recycling Hoods incorporating a Fan whether or not Fitted with Filters"
8415,"Air Conditioning Machines; Comprising a Motor Driven Fan and Elements for Changing the Temperature and Humidity, including those Machines in which the Humidity cannot be Separately Regulated"
8416,"Furnace Burners for Liquid Fuel, for Pulverised Solid Fuel or for Gas; Mechanical Grates, Mechanical Ash Dischargers and similar Appliances"
8417,"Furnaces and Ovens; Industrial or Laboratory, including Incinerators, Non- Electric"
8418,"Refrigerators, Freezers and other Refrigerating or Freezing Equipment, Electric or other; Heat Pumps other than Air Conditioning Machines of Heading No. 8415"
8419,"Machinery, Plant or Laboratory Equipment for the Treatment of Materials by a Process Involving Change of Temperature (i.e. Heating, Cooking, Etc.); Instantaneous or Storage Water Heaters, Non-electric"
8420,"Machines; Calendering or other Rolling Machines, for other than Metal or Glass and Cylinders Therefor"
8421,"Centrifuges, including Centrifugal Dryers; Filtering or Purifying Machinery and Apparatus for Liquids or Gases"
8422,"Dish Washing Machines; Machinery for Cleaning, Drying, Filling, Closing, Sealing, Capsuling or Labelling Bottles, Cans, Boxes, Bags, Etc., Machinery for Aerating Beverages"
8423,"Weighing Machines; excluding Balances of a Sensitivity of 5cg or Better, including Weight Operated Counting or Checking Machines and Weights of All kinds"
8424,"Mechanical Appliances for Projecting, Dispersing or Spraying Liquids or Powders; Fire Extinguishers, Spray Guns, Steam, Sand Blasting Machines"
8425,Pulley Tackle and Hoists other than Skip Hoists; Winches and Capstans; Jacks
8426,"Derricks, Cranes, including Cable Cranes, Mobile Lifting Frames, Straddle Carriers and Works Trucks Fitted with a Crane"
8427,Fork-lift and other Works Trucks; Fitted with Lifting or Handling Equipment
8428,"Lifting, Handling, Loading or Unloading Machinery (e.g. Lifts, Escalators, Conveyors, Teleferics)"
8429,"Bulldozers, Graders, Levellers, Scrapers, Angle-dozers, Mechanical Shovels, Excavators, Shovel Loaders, Tamping Machines and Road Rollers, Self-propelled"
8430,"Moving, Grading, Levelling, Scraping, Excavating, Tamping, Compacting, Extracting or Boring Machinery, for Earth, Minerals, or Ores; Pile Drivers and Extractors; Snow Ploughs and Snow Blowers"
8431,Machinery Parts; used solely or Principally with the Machinery of Heading No. 8425 to 8430
8432,"Agricultural, Horticultural or Forestry Machinery for Soil Preparation or Cultivation; Lawn or Sports-ground Rollers"
8433,"Harvesting and Threshing Machinery, Straw and Fodder Balers; Grass or Hay Mowers; Machines for Cleaning, Sorting or Grading Eggs, Fruit or other Agricultural Produce, other than Machinery of Heading No. 8437"
8434,Milking Machines and Dairy Machinery
8435,"Presses, Crushers and similar Machinery; used in the Manufacture of Wine, Cider, Fruit Juices or similar Beverages"
8436,"Agricultural, Horticultural, Forestry, Poultry-keeping, Bee-keeping Machinery; including Germination Plant Fitted with Mechanical or Thermal Equipment; Poultry Incubators and Brooders"
8437,"Machines for Cleaning, Sorting, Grading Seed, Grain, Dried Leguminous Vegetables; Machinery used in the Milling Industry for the Working of Cereals or Dried Leguminous Vegetables, not Farm Type Machinery"
8438,"Machinery n.e.s. in this Chapter, for the Industrial Preparation or Manufacture of Food or Drink; other than Machinery for Extraction or Preparation of Animal or Fixed Vegetable Fats or Oils"
8439,"Machinery; for making Pulp of Fibrous Cellulosic Material, or for making or Finishing Paper or Paperboard"
8440,Book-binding Machinery; including Book Sewing Machines
8441,"Machines; for making up Paper Pulp, Paper or Paperboard, including Cutting Machines of All kinds"
8442,"Machinery and Apparatus; for Type Founding or Type-setting (excluding Machine Tools of Heading No. 8456 to 8465), Printing Type, Blocks, Plates, Cylinders and Lithographic Stones"
8443,Printing Machinery; Machines for uses Ancillary to Printing
8444,"Textile Machinery; for Extruding, Drawing, Texturing or Cutting Man-made Textile Materials"
8445,"Textile Machinery; Spinning, Doubling, Twisting Machines, Textile Reeling or Winding Machines and Machines for preparing Textile Yarns for use on Machines of Heading No. 8446 and 8447"
8446,Weaving Machines (looms)
8447,"Knitting Machines, Stitch-bonding Machines and Machines for making Gimped Yarn, Tulle, Lace, Embroidery, Trimmings, Braid or Net and Machines for Tufting"
8448,"Machinery, Auxiliary; for use with Machines of Heading No. 8444 to 8447 (eg. Dobbies, Jaquards, Automatic Stop Motions, Shuttle Changing Mechanisms) Parts, Accessories for Machines of Heading No. 8444 to 8447"
8449,"Machinery; for Manufacture or Finishing Felt or Non-wovens in the Piece or in shapes, including Machinery for making Felt Hats, Blocks for making Hats"
8450,Household or Laundry-type Washing Machines; including Machines which Both Wash and Dry
8451,"Machinery (not of Heading No. 8450) for Washing, Cleaning, Wringing, Drying, Iron- Ing, Pressing, Bleaching, Dyeing, Dressing, Finishing, Coating or Impregnating Textile Yarn, Fabrics or made up articles"
8452,"Sewing Machines; other than Book-sewing Machines of Heading No. 8440 Furniture, Bases and Covers Specially Designed for Sewing Machines, Sewing Machine Needles"
8453,"Machinery for preparing, Tanning or Working Hides, Skins or Leather or for making or Repairing Footwear or other articles of Hides, Skins or Leather, other than Sewing Machines"
8454,"Converters, Ladles, Ingot Moulds and Casting Machines; of a kind used Metallurgy or in Metal Foundries"
8455,Metal-rolling Mills and Rolls Therefor
8456,"Machine-tools; for Working any Material by Removal of Material, by Laser, other Light or Photon Beam, Ultrasonic, Electro- Discharge, Electro-chemical, Electron Beam, Ionic Beam or Plasma Arc Processes"
8457,"Machining Centres, Unit Construction Machines (single Station) and Multi- Station Transfer Machines for Working Metal"
8458,Lathes for Removing Metal
8459,"Machine-tools; (including Way-type Unit Head Machines) for Drilling, Boring, Milling, Threading or Tapping by Removing Metal, other than Lathes of Heading No. 8458"
8460,"Machine-tools; for Deburring, Sharpening, Grinding, Honing, Lapping, Polishing or otherwise Finishing Metal, Sintered Metal Carbides or Cermets by Means of Grinding Stones, Abrasives or Polishing Products"
8461,"Machine-tools; for Planing, Shaping, Slotting, Broaching, Gear Cutting and Grinding, Finishing, Sawing, Cutting off and other Tools Working by Removing Metal, Sintered Metal Carbides or Cermets n.e.s."
8462,"Machine-tools; (including Presses) for Working Metal by Forging, Hammering or Die- Stamping, for Bending, Folding, Straightening, Flattening, Shearing or Punching Metal"
8463,"Machine-tools; n.e.s. for Working Metal, Sintered Metal Carbides or Cermets without Removing Material"
8464,"Machine-tools; for Working Stone, Ceramics, Concrete, Asbestos-cement or like Mineral Materials or for Cold Working Glass"
8465,"Machine-tools (including Machines for Nailing, Stapling, Glueing or otherwise Assembling) for Working Wood, Cork, Bone, Hard Plastics or Rubber or similar Hard Materials"
8466,"Machine-tool; Parts Suitable for use with the Machines of Heading No. 8456 to 8465, Work or Tool Holders, Self-opening Dieheads, Dividing Heads and other Attachments"
8467,"Tools; for Working in the Hand, Pneumatic or with Self-contained Non-electric Motor"
8468,"Machinery and Apparatus for Soldering, Brazing, Welding, whether or not Capable of Cutting, other than those of Heading No. 8515; Gas-operated Surface Tempering Machines and Appliances"
8469,Typewriters and Word-processing Machines
8470,"Calculating Machines, Accounting Machines, Cash Registers, Postage Franking Machines, Ticket-issuing Machines and similar Machines, incorporating a Calculating Device"
8471,"Automatic Data Processing Machines and Units thereof; Magnetic or Optical Readers, Machines for Transcribing Data onto Data Media in Coded form and Machines for Processing such Data n.e.s."
8472,"Office Machines n.e.s.; Hectograph, Stencil Duplicating Machines, Addressing Machines, Automatic Banknote Dispensers, Coin Sorting Machines, Pencil Sharpening Machines, Stapling Machines"
8473,"Machinery; Parts and Accessories (not Covers, Carrying Cases and the Like) Suitable for use solely, Principally with Machines of Heading No. 8469 to 8472"
8474,"Machinery for Sorting, Screening, Separating, Washing, Crushing, Grinding, Mixing or Kneading Earth, Stone, Ores in Solid form, Shaping, Moulding Machinery for Solid Mineral Fuels"
8475,"Machines; for Assembling Electric or Electronic Lamps, Tubes, Valves, Flashbulbs, in Glass Envelopes, Machines for Manufacturing or Hot Working Glass or Glassware"
8476,"Automatic Goods-vending Machines (e.g. Postage Stamp, Cigarette, Food or Beverage Machines), including Money-changing Machines"
8477,"Machinery; for Working Rubber or Plastics or for the Manufacture of Products from these Materials, n.e.s. in this Chapter"
8478,"Machinery; for preparing or making up Tobacco, n.e.s. in this Chapter"
8479,"Machinery and Mechanical Appliances; having Individual Functions, n.e.s. in this Chapter"
8480,"Moulding Boxes for Metal Foundry, Moulding Patterns, Moulds for Metals (excluding Ingot Moulds), Metal Carbides, Glass, Mineral Materials, Rubber or Plastics"
8481,"Taps, Cocks, Valves and similar Appliances for Pipes, Boiler Shells, Tanks, Vats or the like, including Pressure-reducing Valves and Thermostatically Controlled Valves"
8482,Ball or Roller Bearings
8483,"Transmission Shafts (including Cam and Crank); Bearing Housings and Plain Shaft Bearings, Gears and Gearing, Ball Screws, Gear Boxes, Flywheels and Pulleys, Clutches"
8484,"Gaskets and similar Joints of Metal Sheeting Combined with other Material; Sets or Assortments of Gaskets and the like, Dissimilar in Composition, put in Pouches, Envelopes or the like"
8485,"Machinery Parts; not containing Electrical Connectors, Insulators, Coils, Contacts or other Electrical Features, n.e.s. in this Chapter"
8501,Electric Motors and Generators (excluding Generating Sets)
8502,Electric Generating Sets and Rotary Converters
8503,Electric Motors and Generators; Parts Suitable for use solely or Principally with the Machines of Heading No. 8501 or 8502
8504,"Electric Transformers, Static Converters (e.g. Rectifiers) and Inductors"
8505,"Electro-magnets; Permanent Magnets, Intend- Ed Permanent Magnets; Electro-magnetic, Permanent Magnet Chucks, Clamps, similar; Electro-magnetic Couplings, Clutches, Brakes; Electro-magnetic Lifting Heads"
8506,Cells and Batteries; primary
8507,"Electric Accumulators, including Separators Therefor; whether or not Rectangular (including Square)"
8508,"Electro-mechanical Tools; for Working in the Hand, Self-contained Electric Motor"
8509,Electro-mechanical Domestic Appliances; with Self-contained Electric Motor
8510,Shavers and Hair Clippers; with Self- Contained Electric Motor
8511,Ignition or Starting Equipment; used for Spark-ignition or Compression-ignition Internal Combustion Engines; Generators and cut Outs used in Conjunction with such Engines
8512,"Lighting or Visual Signalling Equipment (excluding articles of Heading No. 8539), Windscreen Wipers, Defrosters and Demisters; Electrical, of a kind used for Cycles or Motor Vehicles"
8513,"Lamps; Portable Electric, Designed to Function by their Own Source of Energy (e.g. Dry Batteries, Accumulators, Magnetos), excluding Lighting Equipment of Heading No. 8512"
8514,"Industrial or Laboratory Electric (including Induction or Dielectric) Furnaces, Ovens, other Induction or Dielectric Heating Equipment"
8515,"Electric (electrically Heated Gas) Soldering, Brazing, Welding Machines and Apparatus, Capable or not of Cutting, Electric Machines and Apparatus for Hot Spraying of Metals or Sintered Carbides"
8516,"Electric Water, Space, Soil Heaters; Electro-thermic Hair-dressing Apparatus; Hand Dryers, Irons; Electro-thermic Appliances for Domestic purposes; Electric Heating Resistors, not of Heading No. 8545"
8517,Line Telephony or Line Telegraphy Apparatus; including such Apparatus for Carrier-current Line Systems
8518,"Microphones and Stands Therefor; Loudspeakers, Mounted or not in Enclosures; Headphones, Earphones, Microphone-speaker Sets; Audio Frequency Electric Amplifiers; Electric Sound Amplifier Sets"
8519,"Turntables, Record Players, Cassette- Players and other Sound Reproducing Apparatus; not incorporating a Sound Recording Device"
